,idx,data,sd,timestamp,fold
496,8224,28.89650769230769,0.02530620056393828,1622114750.8142076,7
497,8214,28.75105333333333,0.0548637447581629,1622114761.5640733,7
498,8664,28.747451162790693,0.011194109167024286,1622114774.4390745,7
499,8654,28.776304054054055,0.022350300434459576,1622114787.2140777,7
500,9104,28.85008888888889,0.011325138649575081,1622114800.2391331,7
501,9094,28.850491103202852,0.010693102802152632,1622114812.889363,7
502,9544,28.861568965517243,0.004643727950114502,1622114825.7144182,7
503,9534,28.874299270072992,0.016490370985324628,1622114838.3642957,7
504,9984,28.76304090909091,0.2689381023059042,1622114850.7143638,7
505,9983,27.71470454545455,0.0640385464691718,1622114857.314432,7
506,9982,27.644000000000002,0.0,1622114858.4650002,7
507,9972,27.644000000000002,0.0,1622114858.539,7
508,9982,27.641,0.0,1622114858.59,7
509,9972,27.534250000000007,0.14751431528595987,1622114859.3143215,7
510,9971,25.762249999999995,0.5003770453368144,1622114861.014325,7
511,9970,24.801413333333333,0.1250570102881966,1622114863.8894134,7
512,11780,25.691711538461544,0.6358363764044739,1622115070.1140964,7
513,11781,27.075816666666665,0.19866214969697252,1622115072.9141836,7
514,11782,27.30436842105264,0.01385340743307961,1622115074.8892105,8
515,11792,27.337,0.01600000000000179,1622115075.564,8
516,11332,27.3744,0.01840217378463864,1622115076.38904,8
517,11333,27.918403846153847,0.47713996735417713,1622115078.3140192,8
518,11334,29.417760273972604,0.17847102925925126,1622115083.2640684,8
519,11344,29.521582978723405,0.0133857866688602,1622115092.789089,8
520,11354,29.47586592178771,0.01962764868407293,1622115103.139123,8
521,10904,29.42803913043478,0.011486977092434639,1622115113.3641262,8
522,10914,29.389029166666667,0.016862779010953163,1622115125.1142416,8
523,10464,29.372687224669605,0.0076171592030084565,1622115136.7892642,8
524,10474,29.309616,0.028444692721138413,1622115148.71426,8
525,10024,29.26964315352697,0.00826764708943994,1622115160.9890707,8
526,10034,29.233624489795915,0.009659393875694781,1622115173.139045,8
527,9584,29.176824902723734,0.024058547315258704,1622115185.6890855,8
528,9594,29.158381147540986,0.014493575919883888,1622115198.2140572,8
529,9144,29.134732342007435,0.007761962496769324,1622115211.0390928,8
530,9154,29.100703862660943,0.009881392432765384,1622115223.589116,8
531,8704,29.051111111111105,0.0227072340608395,1622115236.3891184,8
532,8714,29.01150892857143,0.015723046969175713,1622115248.964107,8
533,8264,28.98982926829269,0.012711573116740166,1622115261.7391255,8
534,8274,28.955837962962963,0.019233377708367187,1622115274.314102,8
535,7824,28.91022666666666,0.008119233680314844,1622115287.2140732,8
536,7834,28.882488888888894,0.008762602916745032,1622115298.089104,8
537,7374,28.856868421052624,0.007189799252857983,1622115303.3640263,8
538,7384,28.811607260726078,0.018171920458675505,1622115312.8390791,8
